Title,Year,Duration,MostLiked,Description,Director,FullCast,GenreFull,AboutFull,Age
Trolls,2016.0,92,0.0,"When their fellow Trolls are captured by hungry Bergens, upbeat Princess Poppy and her grouchy pal Branch embark on the adventure of a lifetime.","['Walt Dohrn,', 'Mike Mitchell']","['Anna Kendrick,', 'Justin Timberlake,', 'Russell Brand,', 'Gwen Stefani,', 'James Corden,', 'Ron Funches,', 'Kunal Nayyar,', 'Christopher Mintz-Plasse,', 'John Cleese,', 'Zooey Deschanel,', 'Christine Baranski']","['Musicals,', 'Kids Music,', 'Family Movies,', 'Children & Family Movies,', 'Comedies']","['Feel-Good,', 'Goofy']",7
Feel the Beat,2020.0,110,0.0,"After blowing a Broadway audition, a self-centered dancer reluctantly returns home and agrees to coach a squad of young hopefuls for a big competition.",['Elissa Down'],"['Sofia Carson,', 'Wolfgang Novogratz,', 'Donna Lynne Champlin,', 'Eva Hauge,', 'Rex Lee,', 'Brandon Kyle Goodman,', 'Lidya Jewett,', 'Sadie Lapidus,', 'Johanna Colón,', 'Shaylee Mansfield,', 'Shiloh Nelson,', 'Justin Allan,', 'Carina Battrick,', 'Kai Zen,', 'Marissa Jaret Winokur,', 'Enrico Colantoni,', 'Dennis Andres']","['Family Movies,', 'Teen Movies,', 'Children & Family Movies,', 'Comedies,', 'Dramas']","['Witty,', 'Inspiring,', 'Heartfelt']",7
Monsters vs. Aliens,2009.0,96,0.0,Aliens have landed and plan to take over Earth! But they'll face a secret squad of unlikely monster heroes ready to protect the planet and save the day.,"['Rob Letterman,', 'Conrad Vernon']","['Reese Witherspoon,', 'Seth Rogen,', 'Hugh Laurie,', 'Will Arnett,', 'Kiefer Sutherland,', 'Rainn Wilson,', 'Stephen Colbert,', 'Paul Rudd']","['Family Movies,', 'Children & Family Movies,', 'Comedies']",['Exciting'],7
Peter Rabbit 2,2021.0,93,0.0,"Peter and his rabbit family leave Thomas and Bea's garden for the city. When they get into trouble, Peter needs help from old friends to save the day.",['Will Gluck'],"['Rose Byrne,', 'Domhnall Gleeson,', 'David Oyelowo,', 'James Corden,', 'Colin Moody,', 'Margot Robbie,', 'Elizabeth Debicki,', 'Aimee Horne,', 'Lennie James,', 'Hayley Atwell,', 'Damon Herriman']","['Family Movies,', 'Movies Based on Books,', 'Children & Family Movies,', 'Comedies']",['Goofy'],7
The Short Game,2013.0,100,0.0,"They are fiercely competitive athletes, determined to become champions on one of the world's toughest golf courses. And they're still in grade school.",['Josh Greenbaum'],"['Sky Sudberry,', 'Allan Kournikova,', 'Jed Dy,', 'Zamokuhle Nxasana,', 'Alexa Pano,', 'Amari Avery,', 'Augustin Valery,', 'Kuang Yang']","['Family Movies,', 'Documentary Films,', 'Children & Family Movies,', 'Sports Movies']","['Inspiring,', 'Heartfelt,', 'Feel-Good']",13
Monster House,2006.0,90,0.0,"A trio of friends sets out to expose the terrors of a vacant neighborhood house, which appears to have a craving for people — and a life of its own.",['Gil Kenan'],"['Mitchel Musso,', 'Sam Lerner,', 'Spencer Locke,', 'Steve Buscemi,', 'Kathleen Turner,', 'Jason Lee,', 'Jon Heder,', 'Maggie Gyllenhaal,', ""Catherine O'Hara,"", 'Fred Willard,', 'Nick Cannon,', 'Kevin James']","['Mysteries,', 'Family Movies,', 'Children & Family Movies,', 'Comedies']",['Exciting'],7
The Loud House Movie,2021.0,87,0.0,"With his parents and all 10 sisters in tow, Lincoln Loud heads to Scotland and learns that royalty runs in the family in this global musical journey!",['Dave Needham'],"['Asher Bishop,', 'David Tennant,', 'Michelle Gomez,', 'Jill Talley,', 'Brian Stepanek,', 'Catherine Taber,', 'Liliana Mumy,', 'Nika Futterman,', 'Cristina Pucelli,', 'Jessica DiCicco,', 'Grey Griffin,', 'Lara Jill Miller']","['Musicals,', 'Kids Music,', 'Family Movies,', 'Children & Family Movies,', 'Comedies']","['Goofy,', 'Exciting']",7
Wish Dragon,2021.0,102,0.0,Determined teen Din is longing to reconnect with his childhood best friend when he meets a wish-granting dragon who shows him the magic of possibilities.,['Chris Appelhans'],"['Jimmy Wong,', 'John Cho,', 'Constance Wu,', 'Natasha Liu Bordizzo,', 'Will Yun Lee,', 'Bobby Lee,', 'Jimmy O. Yang,', 'Ian Chen']","['Family Movies,', 'Chinese Movies,', 'Children & Family Movies,', 'Comedies']",Nan,7
Heart Parade,2022.0,108,0.0,"To save her job, a dog-fearing, career-minded woman must travel to Kraków, where she meets a charming widower, his son and their four-legged best friend.",['Filip Zylber'],"['Anna Próchniak,', 'Michał Czernecki,', 'Iwo Rajski,', 'Monika Krzywkowska,', 'Kamil Szeptycki,', 'Piotr Rogucki,', 'Grzegorz Warchoł,', 'Vasyl Vasylyk,', 'Katarzyna Zielińska,', 'Maria Czerepińska']","['Polish,', 'Romantic Comedies,', 'Family Movies,', 'Children & Family Movies,', 'Comedies']","['Charming,', 'Romantic']",7
Goosebumps 2: Haunted Halloween,2018.0,89,0.0,"Three teens spend their Halloween trying to stop a magical book, which brings characters from the ""Goosebumps"" novels to life.",['Ari Sandel'],"['Jeremy Ray Taylor,', 'Madison Iseman,', 'Caleel Harris,', 'Wendi McLendon-Covey,', 'Chris Parnell,', 'Ken Jeong,', 'Jack Black']","['Family Movies,', 'Movies Based on Books,', 'Children & Family Movies,', 'Comedies']",['Exciting'],7
Rise of the Guardians,2012.0,99,1.0,"Jack Frost teams up with Santa, the Tooth Fairy and others to battle a malicious spirit determined to destroy the innocent beliefs of children.",['Peter Ramsey'],"['Chris Pine,', 'Alec Baldwin,', 'Jude Law,', 'Isla Fisher,', 'Hugh Jackman']","['Family Movies,', 'Movies Based on Books,', 'Children & Family Movies']","['Heartfelt,', 'Feel-Good']",7
Finding ‘Ohana,2021.0,123,0.0,"On Oʻahu for the summer, two siblings from Brooklyn connect with their Hawaiian heritage — and their family — on a daring quest for long-lost treasure.",['Jude Weng'],"['Kea Peahu,', 'Alex Aiono,', 'Lindsay Watson,', 'Owen Vaccaro,', 'Kelly Hu,', 'Branscombe Richmond,', 'Ke Huy Quan,', 'Brad Kalilimoku,', 'Chris Parnell,', 'Marc Evan Jackson,', 'Ricky Garcia']","['Family Movies,', 'Children & Family Movies,', 'Comedies']",['Heartfelt'],7
You vs. Wild: Out Cold,2021.0,123,0.0,"After a plane crash leaves Bear with amnesia, he must make choices to save the missing pilot and survive in this high-stakes interactive adventure.",['Ben Simms'],"['Bear Grylls,', 'Jason Derek Prempeh']","['Family Movies,', 'Reality TV,', 'Children & Family Movies']","['Adrenaline Rush,', 'Exciting']",7
Skater Girl,2021.0,109,0.0,"When a teen in rural India discovers a life-changing passion for skateboarding, she faces a rough road as she follows her dream to compete.",['Manjari Makijany'],"['Rachel Saanchita Gupta,', 'Amy Maghera,', 'Shafin Patel,', 'Ambrish Saxena,', 'Swati Das,', 'Jonathan Readwin,', 'Ankit Yadav,', 'Anurag Arora,', 'Vinayak Gupta,', 'Vivek Yadav,', 'Waheeda Rehman']","['Social Issue Dramas,', 'Family Movies,', 'Indian,', 'Children & Family Movies,', 'Dramas']","['Adrenaline Rush,', 'Inspiring,', 'Heartfelt']",7
Rescued by Ruby,2022.0,93,1.0,"Chasing his dream to join an elite K-9 unit, a state trooper partners with a fellow underdog: clever but naughty shelter pup Ruby. Based on a true story.",['Katt Shea'],"['Grant Gustin,', 'Scott Wolf,', 'Kaylah Zander,', 'Camille Sullivan,', 'Tom McBeath,', 'Sharon Taylor,', 'Eileen Pedde']","['Family Movies,', 'Movies Based on Real Life,', 'Movies Based on Books,', 'Children & Family Movies,', 'Dramas']","['Inspiring,', 'Heartfelt,', 'Feel-Good']",7
Malibu Rescue,2019.0,69,0.0,"When a long list of shenanigans lands Tyler in hot water, he’s forced to suit up and spend his summer training for an elite junior lifeguard program.",['Savage Steve Holland'],"['Ricardo Hurtado,', 'Breanna Yde,', 'Jackie R. Jacobson,', 'Abby Donnelly,', 'Alkoya Brunson,', 'JT Neal,', 'Ian Ziering,', 'Bryana Salaz,', 'Camaron Engels,', 'Jeremy Howard,', 'Jeff Meacham']","['Family Movies,', 'Children & Family Movies,', 'Comedies']","['Goofy,', 'Exciting']",7
The Lego Movie,2014.0,100,0.0,"After being mistaken for the LEGO MasterBuilder, ordinary mini-guy Emmet is swept up in an urgent quest to thwart the evil plans of Lord Business.","['Phil Lord,', 'Christopher Miller']","['Chris Pratt,', 'Elizabeth Banks,', 'Will Arnett,', 'Cobie Smulders,', 'Channing Tatum,', 'Jonah Hill,', 'Morgan Freeman,', 'Will Ferrell,', 'Liam Neeson,', 'Alison Brie,', 'Charlie Day,', 'Nick Offerman']","['Family Movies,', 'Children & Family Movies,', 'Comedies']","['Witty,', 'Exciting']",7
Back of the Net,2019.0,86,0.0,An American science geek ready to spend a summer at sea accidentally ends up at an Australian soccer academy and is forced to kick it with the locals.,['Louise Alston'],"['Sofia Wylie,', 'Tiarnie Coupland,', 'Trae Robin,', 'Gemma Chua-Tran,', 'Ashleigh Ross,', 'Yasmin Honeychurch,', 'Raj Labade,', 'Christopher Kirby,', 'Melissa Bonne,', 'Kate Box']","['Australian,', 'Family Movies,', 'Children & Family Movies,', 'Sports Movies']",['Feel-Good'],7
How the Grinch Stole Christmas,2000.0,104,0.0,The Grinch decides to rob Whoville of Christmas -- but a dash of kindness from little Cindy Lou Who and her family may be enough to melt his heart.,['Ron Howard'],"['Jim Carrey,', 'Taylor Momsen,', 'Jeffrey Tambor,', 'Christine Baranski,', 'Bill Irwin,', 'Molly Shannon,', 'Clint Howard,', 'Josh Ryan Evans,', 'Mindy Sterling,', 'Anthony Hopkins']","['Family Movies,', 'Movies Based on Books,', 'Children & Family Movies,', 'Comedies']",['Goofy'],7
The Main Event,2020.0,103,0.0,"Using special powers from a magical mask, a young WWE fan causes chaos when he enters a wrestling competition and fights an intimidating rival.",['Jay Karas'],"['Seth Carr,', 'Tichina Arnold,', 'Adam Pally,', 'Ken Marino,', ""Mike 'The Miz' Mizanin,"", 'Momona Tamada,', 'Keith Lee,', 'Babatunde Aiyegbusi,', 'Kofi Kingston']","['Family Movies,', 'Children & Family Movies,', 'Comedies,', 'Sports Movies']","['Heartfelt,', 'Feel-Good,', 'Goofy']",0
The Smurfs 2,2013.0,104,0.0,"Evil magician Gargamel continues his quest to tap the power of the Smurfs, creating a pair of his own ""Smurf-alikes"" called the Naughties.",['Raja Gosnell'],"['Neil Patrick Harris,', 'Brendan Gleeson,', 'Jayma Mays,', 'Hank Azaria,', 'Katy Perry,', 'Christina Ricci,', 'Jonathan Winters,', 'J.B. Smoove,', 'George Lopez,', 'Anton Yelchin,', 'Fred Armisen,', 'Jacob Tremblay,', 'Alan Cumming']","['Family Movies,', 'Children & Family Movies,', 'Comedies']",['Goofy'],7
Alvin and the Chipmunks: The Squeakquel,2009.0,88,0.0,"Alvin, Simon and Theodore are back, along with their stressed-out manager, Dave. But this time they've got competition: The Chipettes.",['Betty Thomas'],"['Zachary Levi,', 'David Cross,', 'Jason Lee,', 'Justin Long,', 'Matthew Gray Gubler,', 'Jesse McCartney,', 'Amy Poehler,', 'Anna Faris,', 'Christina Applegate']","['Children & Family Movies,', 'Comedies']",Nan,0
Blue Miracle,2021.0,96,0.0,"To save their cash-strapped orphanage, a guardian and his kids partner with a washed-up boat captain for a chance to win a lucrative fishing competition.",['Julio Quintana'],"['Jimmy Gonzales,', 'Dennis Quaid,', 'Anthony Gonzalez,', 'Bruce McGill,', 'Raymond Cruz,', 'Nathan Arenas,', 'Miguel Angel Garcia,', 'Isaac Arellanes,', 'Steve Gutierrez,', 'Dana Wheeler-Nicholson,', 'Fernanda Urrejola,', 'Silverio Palacios']","['Family Movies,', 'Movies Based on Real Life,', 'Children & Family Movies,', 'Dramas']","['Inspiring,', 'Heartfelt,', 'Emotional']",7
Malibu Rescue: The Next Wave,2020.0,70,0.0,"As summer returns to Malibu, Team Flounder takes to the beach to host — and unexpectedly compete in — the International Beachmaster Competition.",['Savage Steve Holland'],"['Ricardo Hurtado,', 'Breanna Yde,', 'Jackie R. Jacobson,', 'Abby Donnelly,', 'Alkoya Brunson,', 'Jeff Meacham,', 'Ella Gross,', 'Carlos Sanson,', 'JT Neal,', 'Camaron Engels,', 'Kirrilee Berger']","['Family Movies,', 'Children & Family Movies,', 'Comedies']",['Exciting'],7
The Boss Baby: Get That Baby!,2020.0,70,0.0,Think you've got what it takes to be the boss? This interactive special puts your skills to the test and matches you up with one of 16 jobs at Baby Corp.,"['Dan Forgione,', 'Pete Jacobs,', 'Matt Whitlock']","['JP Karliak,', 'Pierce Gagnon,', 'Alex Cazares,', 'Kevin Michael Richardson,', 'Flula Borg,', 'Rhys Darby,', 'Wendie Malick,', 'Jake Green']","[""Kids' TV,"", 'TV Cartoons,', 'Family Movies,', 'TV Shows Based on Books,', 'Family Watch Together TV']",['Exciting'],7
DJ Cinderella,2019.0,96,0.0,"Fiercely independent and disillusioned with love, a teen DJ is determined to chart her own path, till a pop heartthrob falls for her awesome mix.",['Bruno Garotti'],"['Maisa Silva,', 'Filipe Bragança,', 'Fernanda Paes Leme,', 'Miriam Freeland,', 'Marcelo Valle,', 'Elisa Pinheiro,', 'Sérgio Malheiros,', 'Giovanna Grigio,', 'Bárbara Maia,', 'Letícia Pedro,', 'Kiria Malheiros,', 'Leo Cidade,', 'Matheus Costa,', 'Isabel Fillardis,', 'Selma Lopes']","['Brazilian,', 'Family Movies,', 'Teen Movies,', 'Movies Based on Books,', 'Children & Family Movies']","['Swoonworthy,', 'Charming,', 'Feel-Good']",7
Walk. Ride. Rodeo.,2019.0,99,0.0,"In the wake of an accident that leaves her with paraplegia, a star rodeo rider vows to get back on her horse and compete again. Based on a true story.",['Conor Allyn'],"['Spencer Locke,', 'Missi Pyle,', 'Sherri Shepherd,', 'Bailey Chase,', 'Alyvia Alyn Lind,', 'Max Ehrich,', 'Corbin Bleu,', 'Kathleen Rose Perkins']","['Family Movies,', 'Movies Based on Real Life,', 'Children & Family Movies,', 'Dramas']","['Inspiring,', 'Heartfelt,', 'Feel-Good']",13
My Little Pony: A New Generation,2021.0,91,0.0,"Equestria's divided. But a bright-eyed hero believes Earth Ponies, Pegasi and Unicorns should be pals — and, hoof to heart, she’s determined to prove it.","['Robert Cullen,', 'José Luis Ucha']","['Vanessa Hudgens,', 'Kimiko Glenn,', 'James Marsden,', 'Sofia Carson,', 'Liza Koshy,', 'Ken Jeong,', 'Elizabeth Perkins,', 'Jane Krakowski,', 'Michael McKean,', 'Phil LaMarr']","['Family Movies,', 'Children & Family Movies']","['Feel-Good,', 'Exciting']",7
The Perfect Man,2005.0,100,0.0,"To boost her single mother's self-esteem, a teenager invents a secret admirer and borrows her friend's handsome, disarming uncle to play the suitor.",['Mark Rosman'],"['Hilary Duff,', 'Heather Locklear,', 'Chris Noth,', ""Mike O'Malley,"", 'Ben Feldman,', 'Vanessa Lengies,', 'Caroline Rhea,', 'Kym Whitley,', 'Aria Wallace,', 'Carson Kressley']","['Romantic Comedies,', 'Family Movies,', 'Children & Family Movies,', 'Comedies,', 'Romantic Movies']","['Charming,', 'Feel-Good,', 'Romantic']",7
A Week Away,2021.0,97,0.0,"In this uplifting musical, a troubled teen takes a leap of faith by attending summer camp — and unexpectedly finds love, friends and a place to belong.",['Roman White'],"['Kevin Quinn,', 'Bailee Madison,', 'Jahbril Cook,', 'Kat Conner Sterling,', 'Sherri Shepherd,', 'David Koechner,', 'Iain Tucker,', 'Amy Grant']","['Musicals,', 'Family Movies,', 'Teen Movies,', 'Children & Family Movies,', 'Music & Musicals']","['Charming,', 'Inspiring,', 'Heartfelt']",7
A Second Chance:  Rivals!,2021.0,91,0.0,"Crushed when she doesn't qualify for the Olympics, a now-grown Maddy Cornell finds new purpose coaching young gymnasts going up against a rival team.",['Clay Glen'],"['Emily Morris,', 'Stella Shute,', 'Eva Grados,', 'India Colombi,', 'Nina Pearce,', 'Adam Tuominen,', 'Carmel Johnson,', 'Natasha Wanganeen,', 'Elysia Markou,', 'Alexander Lloyd,', 'Amy Handley']","['Australian,', 'Family Movies,', 'Children & Family Movies,', 'Sports Movies']","['Inspiring,', 'Heartfelt,', 'Feel-Good']",7
Rip Tide,2017.0,87,0.0,"Following an embarrassing viral video, a New York model decides to escape from her suffocating existence by visiting her faraway aunt in Australia.",['Rhiannon Bannenberg'],"['Debby Ryan,', 'Genevieve Hegney,', 'Andrew Creer,', 'Naomi Sequeira,', 'Aaron Jeffery,', 'Valerie Bader,', 'Jeremy Lindsay Taylor,', 'Danielle Carter,', 'Marcus Graham,', 'Kimie Tsukakoshi']","['Family Movies,', 'Children & Family Movies,', 'Dramas,', 'Sports Movies']","['Heartfelt,', 'Feel-Good,', 'Emotional']",7
The Princess Switch,2018.0,102,0.0,"When a down-to-earth Chicago baker and a soon-to-be princess discover they look like twins, they hatch a Christmastime plan to trade places.",['Mike Rohl'],"['Vanessa Hudgens,', 'Sam Palladio,', 'Nick Sagar,', 'Suanne Braun,', 'Mark Fleischmann,', 'Amy Griffiths,', 'Sara Stewart,', 'Pavel Douglas,', 'Robin Soans,', 'Calliope Taylor,', 'Natali Yura,', 'Alexa Adeosun']","['Family Movies,', 'Children & Family Movies,', 'Dramas,', 'Romantic Movies']","['Charming,', 'Romantic']",7
Playing with Fire,2019.0,96,0.0,Macho smokejumper Jake creates comic chaos for his team of heroic tough guys when he brings three mischievous orphans to stay in their firehouse.,['Andy Fickman'],"['John Cena,', 'Keegan-Michael Key,', 'John Leguizamo,', 'Brianna Hildebrand,', 'Dennis Haysbert,', 'Judy Greer,', 'Christian Convery,', 'Finley Rose Slater,', 'Tyler Mane']","['Family Movies,', 'Children & Family Movies,', 'Comedies']",['Goofy'],7
Next Gen,2018.0,106,0.0,"When lonely Mai forms an unlikely bond with a top-secret robot, they embark on an intense, action-packed adventure to foil the plot of a vicious villain.","['Kevin R. Adams,', 'Joe Ksander']","['John Krasinski,', 'Charlyne Yi,', 'Jason Sudeikis,', 'Michael Peña,', 'David Cross,', 'Constance Wu']","['Family Movies,', 'Children & Family Movies,', 'Comedies']","['Heartfelt,', 'Feel-Good']",7
Vivo,2021.0,99,0.0,A music-loving kinkajou embarks on the journey of a lifetime to fulfill his destiny and deliver a love song for an old friend.,"['Kirk DeMicco,', 'Brandon Jeffords']","['Lin-Manuel Miranda,', 'Ynairaly Simo,', 'Zoe Saldaña,', 'Juan de Marcos,', 'Brian Tyree Henry,', 'Gloria Estefan,', 'Michael Rooker,', 'Nicole Byer']","['Musicals,', 'Kids Music,', 'Family Movies,', 'Children & Family Movies,', 'Music & Musicals']","['Heartfelt,', 'Feel-Good']",7
Over the Moon,2020.0,100,0.0,"Fueled by memories of her mother, resourceful Fei Fei builds a rocket to the moon on a mission to prove the existence of a legendary moon goddess.",['Glen Keane'],"['Cathy Ang,', 'Phillipa Soo,', 'Ken Jeong,', 'Robert G. Chiu,', 'John Cho,', 'Sandra Oh,', 'Ruthie Ann Miles,', 'Margaret Cho,', 'Kimiko Glenn,', 'Artt Butler,', 'Irene Tsu,', 'Clem Cheung,', 'Conrad Ricamora']","['Musicals,', 'Kids Music,', 'Family Movies,', 'Children & Family Movies,', 'Music & Musicals']",['Heartfelt'],7
A Babysitter's Guide to Monster Hunting,2020.0,98,0.0,"Recruited by a secret society of babysitters, a high schooler battles the Boogeyman and his monsters when they nab the boy she's watching on Halloween.",['Rachel Talalay'],"['Tamara Smart,', 'Oona Laurence,', 'Tom Felton,', 'Troy Leigh-Anne Johnson,', 'Lynn Masako Cheng,', 'Ty Consiglio,', 'Ian Ho,', 'Indya Moore,', 'Alessio Scalzotto,', 'Tamsen McDonough']","['Family Movies,', 'Movies Based on Books,', 'Children & Family Movies']",['Exciting'],7
